|articles/0001_Regieren ohne Zipfelmützen.txt| https://jungle.world/artikel/2018/04/regieren-ohne-zipfelmuetzen 2018-01-25 |Sebastian Weiermann| inland []
|articles/4331_Dein Telefon weiß, wie’s dir geht.txt| https://jungle.world/artikel/2018/04/dein-telefon-weiss-wies-dir-geht 2018-01-25 |Enno Park| seite-16 []
|articles/4332_»Der Reichtum wurde weiter konzentriert«.txt| https://jungle.world/artikel/2018/04/der-reichtum-wurde-weiter-konzentriert 2018-01-25 |Anton Landgraf| interview []
|articles/4333_Der Pakt macht Probleme.txt| https://jungle.world/artikel/2018/04/der-pakt-macht-probleme 2018-01-25 |Nis Melbye| ausland []
|articles/4335_»Bei Bitcoin geht es weniger um Technologie als um Psychologie«.txt| https://jungle.world/artikel/2018/04/bei-bitcoin-geht-es-weniger-um-technologie-als-um-psychologie 2018-01-25 |Malte Voß| thema []
|articles/4336_Verborgene Könnerschaft.txt| https://jungle.world/artikel/2016/45/verborgene-koennerschaft 2016-11-10 |Kristof Schreuf| dschungel []
|articles/4337_Elphi und das W-Wort.txt| https://jungle.world/artikel/2016/45/elphi-und-das-w-wort 2016-11-10 |Gaston Kirsche| inland []
|articles/4338_Das Ende der Fahnenstange.txt| https://jungle.world/artikel/2016/45/das-ende-der-fahnenstange 2016-11-10 |Anja Hertz| ausland []
|articles/4339_Shopping immer,  rückwärts nimmer.txt| https://jungle.world/artikel/2018/04/shopping-immer-rueckwaerts-nimmer 2018-01-25 |Hans-Georg Schaefer| dschungel []
|articles/4341_Mit großem Knall zurück zum Kampf.txt| https://jungle.world/artikel/2018/04/mit-grossem-knall-zurueck-zum-kampf 2018-01-25 |David Graaff| ausland []
|articles/4342_Gelände für kollektive Experimente.txt| https://jungle.world/artikel/2018/04/gelaende-fuer-kollektive-experimente 2018-01-25 |Bernhard Schmid| ausland []
|articles/4343_Die Normalisierung des Ausnahmezustands.txt| https://jungle.world/artikel/2018/04/die-normalisierung-des-ausnahmezustands 2018-01-28 |René Thannhäuser| ausland []
|articles/4345_Der blinde Fleck.txt| https://jungle.world/artikel/2016/45/der-blinde-fleck 2016-11-10 |Ally Stern| thema []
|articles/4346_Beliebter grüner Fleck.txt| https://jungle.world/artikel/2018/04/beliebter-gruener-fleck 2018-01-25 |Linda Schnepel| reportage []
|articles/4347_Dein Telefon weiß, wie’s dir geht.txt| https://jungle.world/artikel/2018/04/dein-telefon-weiss-wies-dir-geht 2018-01-25 |Enno Park| seite-16 []
|articles/4348_»Der Reichtum wurde weiter konzentriert«.txt| https://jungle.world/artikel/2018/04/der-reichtum-wurde-weiter-konzentriert 2018-01-25 |Anton Landgraf| interview []
|articles/4349_Der Pakt macht Probleme.txt| https://jungle.world/artikel/2018/04/der-pakt-macht-probleme 2018-01-25 |Nis Melbye| ausland []
articles/4350_Bratwurst-Connection.txt https://jungle.world/artikel/2016/45/bratwurst-connection 2016-11-10 |Ralf Fischer| antifa []
|articles/4351_Hogra macht noch keinen Aufstand.txt| https://jungle.world/artikel/2016/45/hogra-macht-noch-keinen-aufstand 2016-11-10 |Juliane Schumacher| ausland []
|articles/4352_»Bei Bitcoin geht es weniger um Technologie als um Psychologie«.txt| https://jungle.world/artikel/2018/04/bei-bitcoin-geht-es-weniger-um-technologie-als-um-psychologie 2018-01-25 |Malte Voß| thema []
|articles/4353_Elphi und das W-Wort.txt| https://jungle.world/artikel/2016/45/elphi-und-das-w-wort 2016-11-10 |Gaston Kirsche| inland []
|articles/4354_Der KGB steckte dahinter.txt| https://jungle.world/artikel/2016/45/der-kgb-steckte-dahinter 2016-11-10 |Elke Wittich| dschungel []
|articles/4355_Falscher Glaube.txt| https://jungle.world/artikel/2016/45/falscher-glaube 2016-11-10 |Nicole Tomasek| ausland []
|articles/4356_»Wer krank ist, wird entlassen«.txt| https://jungle.world/artikel/2016/45/wer-krank-ist-wird-entlassen 2016-11-10 |Peter Nowak| interview []
|articles/4357_Das Ende der Fahnenstange.txt| https://jungle.world/artikel/2016/45/das-ende-der-fahnenstange 2016-11-10 |Anja Hertz| ausland []
|articles/4358_Shopping immer,  rückwärts nimmer.txt| https://jungle.world/artikel/2018/04/shopping-immer-rueckwaerts-nimmer 2018-01-25 |Hans-Georg Schaefer| dschungel []
|articles/4360_Mit großem Knall zurück zum Kampf.txt| https://jungle.world/artikel/2018/04/mit-grossem-knall-zurueck-zum-kampf 2018-01-25 |David Graaff| ausland []
|articles/4361_Gelände für kollektive Experimente.txt| https://jungle.world/artikel/2018/04/gelaende-fuer-kollektive-experimente 2018-01-25 |Bernhard Schmid| ausland []
|articles/4362_Die Normalisierung des Ausnahmezustands.txt| https://jungle.world/artikel/2018/04/die-normalisierung-des-ausnahmezustands 2018-01-28 |René Thannhäuser| ausland []
|articles/4363_Beliebter grüner Fleck.txt| https://jungle.world/artikel/2018/04/beliebter-gruener-fleck 2018-01-25 |Linda Schnepel| reportage []
|articles/4364_Dein Telefon weiß, wie’s dir geht.txt| https://jungle.world/artikel/2018/04/dein-telefon-weiss-wies-dir-geht 2018-01-25 |Enno Park| seite-16 []
|articles/4365_»Der Reichtum wurde weiter konzentriert«.txt| https://jungle.world/artikel/2018/04/der-reichtum-wurde-weiter-konzentriert 2018-01-25 |Anton Landgraf| interview []
|articles/4366_Der Pakt macht Probleme.txt| https://jungle.world/artikel/2018/04/der-pakt-macht-probleme 2018-01-25 |Nis Melbye| ausland []
articles/4367_Bratwurst-Connection.txt https://jungle.world/artikel/2016/45/bratwurst-connection 2016-11-10 |Ralf Fischer| antifa []
|articles/4368_»Bei Bitcoin geht es weniger um Technologie als um Psychologie«.txt| https://jungle.world/artikel/2018/04/bei-bitcoin-geht-es-weniger-um-technologie-als-um-psychologie 2018-01-25 |Malte Voß| thema []
|articles/4369_Milieuschutz unzureichend.txt| https://jungle.world/artikel/2016/45/milieuschutz-unzureichend 2016-11-10 |Mathis Eckelmann| inland []
|articles/4370_Die Beobachtungslinke.txt| https://jungle.world/artikel/2016/45/die-beobachtungslinke 2016-11-10 |toni kantorowicz| thema []
|articles/4371_Da steht ein Zebra auf dem Flur.txt| https://jungle.world/artikel/2016/45/da-steht-ein-zebra-auf-dem-flur 2016-11-10 |Knud Kohr| dschungel []
|articles/4372_Shopping immer,  rückwärts nimmer.txt| https://jungle.world/artikel/2018/04/shopping-immer-rueckwaerts-nimmer 2018-01-25 |Hans-Georg Schaefer| dschungel []
|articles/4373_»Der Resignation entgegen­wirken«.txt| https://jungle.world/artikel/2016/45/der-resignation-entgegen-wirken 2016-11-10 |Carl Melchers| thema []
|articles/4374_Mit großem Knall zurück zum Kampf.txt| https://jungle.world/artikel/2018/04/mit-grossem-knall-zurueck-zum-kampf 2018-01-25 |David Graaff| ausland []
|articles/4375_Gelände für kollektive Experimente.txt| https://jungle.world/artikel/2018/04/gelaende-fuer-kollektive-experimente 2018-01-25 |Bernhard Schmid| ausland []
|articles/4376_Die Normalisierung des Ausnahmezustands.txt| https://jungle.world/artikel/2018/04/die-normalisierung-des-ausnahmezustands 2018-01-28 |René Thannhäuser| ausland []
|articles/4377_Abstand zu anderen Betroffenen.txt| https://jungle.world/artikel/2016/45/abstand-zu-anderen-betroffenen 2016-11-10 |Andreas Michalke| dschungel []
|articles/4378_Beliebter grüner Fleck.txt| https://jungle.world/artikel/2018/04/beliebter-gruener-fleck 2018-01-25 |Linda Schnepel| reportage []
|articles/4379_Bismarck bleibt verschont.txt| https://jungle.world/artikel/2016/45/bismarck-bleibt-verschont 2016-11-10 |Moritz Wichmann| ausland []
|articles/4381_Insel der Glückseligen.txt| https://jungle.world/artikel/2016/45/insel-der-glueckseligen 2016-11-10 |Holger Pauler| dschungel []
|articles/4382_Dein Telefon weiß, wie’s dir geht.txt| https://jungle.world/artikel/2018/04/dein-telefon-weiss-wies-dir-geht 2018-01-25 |Enno Park| seite-16 []
|articles/4383_»Der Reichtum wurde weiter konzentriert«.txt| https://jungle.world/artikel/2018/04/der-reichtum-wurde-weiter-konzentriert 2018-01-25 |Anton Landgraf| interview []
|articles/4384_Der Pakt macht Probleme.txt| https://jungle.world/artikel/2018/04/der-pakt-macht-probleme 2018-01-25 |Nis Melbye| ausland []
|articles/4385_»Ignorieren, Relativieren  und Aufrechnen«.txt| https://jungle.world/artikel/2016/45/ignorieren-relativieren-und-aufrechnen 2016-11-10 |André Anchuelo| inland []
|articles/4386_Emoticons müssen gefühlsecht werden.txt| https://jungle.world/artikel/2016/44/emoticons-muessen-gefuehlsecht-werden 2016-11-03 |Leo Fischer| dschungel []
|articles/4387_Feindliche Übernahme.txt| https://jungle.world/artikel/2016/44/feindliche-uebernahme 2016-11-03 |Jan Keetman| ausland []
|articles/4389_»Bei Bitcoin geht es weniger um Technologie als um Psychologie«.txt| https://jungle.world/artikel/2018/04/bei-bitcoin-geht-es-weniger-um-technologie-als-um-psychologie 2018-01-25 |Malte Voß| thema []
|articles/4390_Arm in einem reichen Land.txt| https://jungle.world/artikel/2016/44/arm-einem-reichen-land 2016-11-03 |Stefan Dietl| inland []
|articles/4391_Shopping immer,  rückwärts nimmer.txt| https://jungle.world/artikel/2018/04/shopping-immer-rueckwaerts-nimmer 2018-01-25 |Hans-Georg Schaefer| dschungel []
|articles/4392_Mit großem Knall zurück zum Kampf.txt| https://jungle.world/artikel/2018/04/mit-grossem-knall-zurueck-zum-kampf 2018-01-25 |David Graaff| ausland []
|articles/4393_Gelände für kollektive Experimente.txt| https://jungle.world/artikel/2018/04/gelaende-fuer-kollektive-experimente 2018-01-25 |Bernhard Schmid| ausland []
|articles/4394_Die Normalisierung des Ausnahmezustands.txt| https://jungle.world/artikel/2018/04/die-normalisierung-des-ausnahmezustands 2018-01-28 |René Thannhäuser| ausland []
|articles/4395_Routinierte Zurückweisung.txt| https://jungle.world/artikel/2016/45/routinierte-zurueckweisung 2016-11-10 |Ute Weinmann| reportage []
|articles/4396_Beliebter grüner Fleck.txt| https://jungle.world/artikel/2018/04/beliebter-gruener-fleck 2018-01-25 |Linda Schnepel| reportage []
|articles/4397_Gefährliche Bank am Abgrund.txt| https://jungle.world/artikel/2016/45/gefaehrliche-bank-am-abgrund 2016-11-10 |Anton Landgraf| seite-16 []
|articles/4399_Dein Telefon weiß, wie’s dir geht.txt| https://jungle.world/artikel/2018/04/dein-telefon-weiss-wies-dir-geht 2018-01-25 |Enno Park| seite-16 []
|articles/4400_»Der Reichtum wurde weiter konzentriert«.txt| https://jungle.world/artikel/2018/04/der-reichtum-wurde-weiter-konzentriert 2018-01-25 |Anton Landgraf| interview []
|articles/4401_Der Pakt macht Probleme.txt| https://jungle.world/artikel/2018/04/der-pakt-macht-probleme 2018-01-25 |Nis Melbye| ausland []
|articles/4402_Die antideutsche Weltverschwörung.txt| https://jungle.world/artikel/2016/44/die-antideutsche-weltverschwoerung 2016-11-03 |jan rathje| inland []
|articles/4403_»Bei Bitcoin geht es weniger um Technologie als um Psychologie«.txt| https://jungle.world/artikel/2018/04/bei-bitcoin-geht-es-weniger-um-technologie-als-um-psychologie 2018-01-25 |Malte Voß| thema []
|articles/4404_Tod eines Fußballfans.txt| https://jungle.world/artikel/2016/44/tod-eines-fussballfans 2016-11-03 |Rico Noack| sport []
|articles/4405_Aus der Reihe getanzt.txt| https://jungle.world/artikel/2016/44/aus-der-reihe-getanzt 2016-11-03 |Peter Nowak| dschungel []
|articles/4406_Youngstown wird auch mal alt.txt| https://jungle.world/artikel/2016/44/youngstown-wird-auch-mal-alt 2016-11-03 |Anton Landgraf| ausland []
|articles/4407_Shopping immer,  rückwärts nimmer.txt| https://jungle.world/artikel/2018/04/shopping-immer-rueckwaerts-nimmer 2018-01-25 |Hans-Georg Schaefer| dschungel []
|articles/4408_Vegane Kaffeefahrt.txt| https://jungle.world/artikel/2016/44/vegane-kaffeefahrt 2016-11-03 |Ivo Bozic| inland []
|articles/4409_Maschinerie und Gewalt.txt| https://jungle.world/artikel/2016/44/maschinerie-und-gewalt 2016-11-03 |gerhard schweppenhäuser| dschungel []
|articles/4410_Mit großem Knall zurück zum Kampf.txt| https://jungle.world/artikel/2018/04/mit-grossem-knall-zurueck-zum-kampf 2018-01-25 |David Graaff| ausland []
|articles/4411_Gelände für kollektive Experimente.txt| https://jungle.world/artikel/2018/04/gelaende-fuer-kollektive-experimente 2018-01-25 |Bernhard Schmid| ausland []
|articles/4412_Die Normalisierung des Ausnahmezustands.txt| https://jungle.world/artikel/2018/04/die-normalisierung-des-ausnahmezustands 2018-01-28 |René Thannhäuser| ausland []
|articles/4413_Für das eigene Kind.txt| https://jungle.world/artikel/2016/44/fuer-das-eigene-kind 2016-11-03 |Kirsten Achtelik| seite-16 []
|articles/4414_Beliebter grüner Fleck.txt| https://jungle.world/artikel/2018/04/beliebter-gruener-fleck 2018-01-25 |Linda Schnepel| reportage []
|articles/4415_Petrodollars für Le Pen.txt| https://jungle.world/artikel/2016/44/petrodollars-fuer-le-pen 2016-11-03 |Bernhard Schmid| antifa []
|articles/4416_Dein Telefon weiß, wie’s dir geht.txt| https://jungle.world/artikel/2018/04/dein-telefon-weiss-wies-dir-geht 2018-01-25 |Enno Park| seite-16 []
|articles/4417_»Der Reichtum wurde weiter konzentriert«.txt| https://jungle.world/artikel/2018/04/der-reichtum-wurde-weiter-konzentriert 2018-01-25 |Anton Landgraf| interview []
|articles/4418_Der Pakt macht Probleme.txt| https://jungle.world/artikel/2018/04/der-pakt-macht-probleme 2018-01-25 |Nis Melbye| ausland []
|articles/4419_Handschellen  vorm Frühstück.txt| https://jungle.world/artikel/2016/44/handschellen-vorm-fruehstueck 2016-11-03 |Christopher Fritzsche| inland []
|articles/4420_Indigene Damenwahl.txt| https://jungle.world/artikel/2016/44/indigene-damenwahl 2016-11-03 |Mirjana Mitrović| ausland []
|articles/4421_»Bei Bitcoin geht es weniger um Technologie als um Psychologie«.txt| https://jungle.world/artikel/2018/04/bei-bitcoin-geht-es-weniger-um-technologie-als-um-psychologie 2018-01-25 |Malte Voß| thema []
|articles/4422_Grünzeug für die Hühnermörder.txt| https://jungle.world/artikel/2016/44/gruenzeug-fuer-die-huehnermoerder 2016-11-03 |Roland Röder| inland []
|articles/4423_Das bisschen Haushalt.txt| https://jungle.world/artikel/2016/44/das-bisschen-haushalt 2016-11-03 |Lisa Bor| thema []
|articles/4424_Die Maske mit dem schlimmen Lachen.txt| https://jungle.world/artikel/2016/44/die-maske-mit-dem-schlimmen-lachen 2016-11-03 |Georg Seeßlen| dschungel []
|articles/4425_Und es gibt ihn doch.txt| https://jungle.world/artikel/2016/44/und-es-gibt-ihn-doch 2016-11-03 georg-weerth-gesellschaft disko []
|articles/4426_Shopping immer,  rückwärts nimmer.txt| https://jungle.world/artikel/2018/04/shopping-immer-rueckwaerts-nimmer 2018-01-25 |Hans-Georg Schaefer| dschungel []
|articles/4427_Mit großem Knall zurück zum Kampf.txt| https://jungle.world/artikel/2018/04/mit-grossem-knall-zurueck-zum-kampf 2018-01-25 |David Graaff| ausland []
|articles/4428_Gelände für kollektive Experimente.txt| https://jungle.world/artikel/2018/04/gelaende-fuer-kollektive-experimente 2018-01-25 |Bernhard Schmid| ausland []
|articles/4429_Die Normalisierung des Ausnahmezustands.txt| https://jungle.world/artikel/2018/04/die-normalisierung-des-ausnahmezustands 2018-01-28 |René Thannhäuser| ausland []
|articles/4430_Beliebter grüner Fleck.txt| https://jungle.world/artikel/2018/04/beliebter-gruener-fleck 2018-01-25 |Linda Schnepel| reportage []
|articles/4431_Verfluchte Freiheit.txt| https://jungle.world/artikel/2016/44/verfluchte-freiheit 2016-11-03 |martin höfig| dschungel []
|articles/4432_Die Macht ist mit ihr.txt| https://jungle.world/artikel/2016/44/die-macht-ist-mit-ihr 2016-11-03 |Jörn Schulz| ausland []
|articles/4433_Dein Telefon weiß, wie’s dir geht.txt| https://jungle.world/artikel/2018/04/dein-telefon-weiss-wies-dir-geht 2018-01-25 |Enno Park| seite-16 []
|articles/4434_»Der Reichtum wurde weiter konzentriert«.txt| https://jungle.world/artikel/2018/04/der-reichtum-wurde-weiter-konzentriert 2018-01-25 |Anton Landgraf| interview []
|articles/4435_Der Pakt macht Probleme.txt| https://jungle.world/artikel/2018/04/der-pakt-macht-probleme 2018-01-25 |Nis Melbye| ausland []
|articles/4436_Auslaufmodell mit Zukunft.txt| https://jungle.world/artikel/2016/44/auslaufmodell-mit-zukunft 2016-11-03 |Andrea Trumann| thema []
|articles/4437_Antisowjetisches Gedenken.txt| https://jungle.world/artikel/2016/44/antisowjetisches-gedenken 2016-11-03 |Benjamin Horvath| ausland []
|articles/4438_»Bei Bitcoin geht es weniger um Technologie als um Psychologie«.txt| https://jungle.world/artikel/2018/04/bei-bitcoin-geht-es-weniger-um-technologie-als-um-psychologie 2018-01-25 |Malte Voß| thema []
|articles/4439_Demagogisch und hasserfüllt.txt| https://jungle.world/artikel/2016/44/demagogisch-und-hasserfuellt 2016-11-03 |Alex Feuerherdt| inland []
|articles/4440_»Wir brauchen  eine ehrliche Anerkennung  des Völkermords«.txt| https://jungle.world/artikel/2016/44/wir-brauchen-eine-ehrliche-anerkennung-des-voelkermords 2016-11-03 |Anke Schwarzer| interview []
|articles/4442_Die prekären Topverdiener von morgen.txt| https://jungle.world/artikel/2016/44/die-prekaeren-topverdiener-von-morgen 2016-11-03 |Jakob Hayner| dschungel []
|articles/4443_Shopping immer,  rückwärts nimmer.txt| https://jungle.world/artikel/2018/04/shopping-immer-rueckwaerts-nimmer 2018-01-25 |Hans-Georg Schaefer| dschungel []
|articles/4444_Mit großem Knall zurück zum Kampf.txt| https://jungle.world/artikel/2018/04/mit-grossem-knall-zurueck-zum-kampf 2018-01-25 |David Graaff| ausland []
|articles/4445_Gelände für kollektive Experimente.txt| https://jungle.world/artikel/2018/04/gelaende-fuer-kollektive-experimente 2018-01-25 |Bernhard Schmid| ausland []
|articles/4446_Die Normalisierung des Ausnahmezustands.txt| https://jungle.world/artikel/2018/04/die-normalisierung-des-ausnahmezustands 2018-01-28 |René Thannhäuser| ausland []
|articles/4447_Warum ich keine Nostalgie-Konzerte brauche.txt| https://jungle.world/artikel/2016/44/warum-ich-keine-nostalgie-konzerte-brauche 2016-11-03 |Andreas Michalke| dschungel []
