data/compact1.txt https://www.compact-online.de/wow-chinesische-soldatinnen-die-schaerfste-waffe-gegen-uncle-sam/ 2018-01-25 |['Jürgen Elsässer'] | Internationale Politik |radically right| None
data/compact3431.txt https://www.compact-online.de/der-westen-und-russland-arbeiten-die-nato-staaten-bereits-der-kriegsschuldfrage/ 2014-04-28 |['COMPACT-Magazin'] | Internationale Politik |radically right| None
data/compact3432.txt https://www.compact-online.de/merkel-sollte-obama-die-rote-karte-zeigen/ 2014-04-28 |['COMPACT-Magazin'] | Innenpolitik |radically right| None
data/compact3433.txt https://www.compact-online.de/ukraine-droht-der-dritte-weltkrieg/ 2014-04-26 |['Jürgen Elsässer'] | Aktuell |radically right| None
data/compact3434.txt https://www.compact-online.de/scholl-latour-compact-sanktionen-gegen-russland-nuetzen-nur-den-usa/ 2014-04-26 |['COMPACT-Magazin'] | Internationale Politik |radically right| None
data/compact3435.txt https://www.compact-online.de/bilderstrecke-krieg-im-donezkbecken/ 2014-04-25 |['COMPACT-Magazin'] | Internationale Politik |radically right| None
data/compact3436.txt https://www.compact-online.de/usa-offenbar-militaereinsatz-ost-ukraine-beteiligt/ 2014-04-25 |['COMPACT-Magazin'] | Innenpolitik |radically right| None
data/compact3437.txt https://www.compact-online.de/flyer-gegen-den-nato-faschismus-bestellen-und-verteilen/ 2014-04-23 |['COMPACT'] | Aktuell |radically right| None
data/compact3438.txt https://www.compact-online.de/wissen-gegen-manipulation/ 2014-04-19 |['COMPACT-Magazin'] | Aktuell |radically right| None
data/compact3439.txt https://www.compact-online.de/verleumdungsklage-gegen-jutta-ditfurth-nach-hetze-auf-3sat/ 2014-04-17 |['Jürgen Elsässer'] | Aktuell |radically right| None
data/compact3440.txt https://www.compact-online.de/jutta-ditfurth-ein-apfel-und-der-stammbaum/ 2014-04-17 |['Arne Fischer'] | Aktuell |radically right| None
data/compact3441.txt https://www.compact-online.de/medien-duerfen-nicht-parteiisch-sein/ 2014-04-16 |['Gast Autor'] | Internationale Politik |radically right| None
data/compact3442.txt https://www.compact-online.de/ticker-kiewer-putsch-regierung-greift-donezbecken/ 2014-04-15 |['COMPACT-Magazin'] | Innenpolitik |radically right| None
data/compact3443.txt https://www.compact-online.de/nato-marionetten-greifen-nach-dem-donezbecken-compact-leser-leisten-widerstand/ 2014-04-15 |['COMPACT-Magazin'] | Aktuell |radically right| None
data/compact3444.txt https://www.compact-online.de/googles-fliegendes-auge/ 2014-04-15 |['COMPACT-Magazin'] | Wirtschaft |radically right| None
data/compact3445.txt https://www.compact-online.de/kneifen-wenns-drauf-ankommt/ 2014-04-14 |['COMPACT-Magazin'] | Internationale Politik |radically right| None
data/compact3446.txt https://www.compact-online.de/googles-fliegendes-auge/ 2014-04-15 |['COMPACT-Magazin'] | Wirtschaft |radically right| None
data/compact3447.txt https://www.compact-online.de/kneifen-wenns-drauf-ankommt/ 2014-04-14 |['COMPACT-Magazin'] | Internationale Politik |radically right| None
data/compact3448.txt https://www.compact-online.de/wir-reiten-mit-kamelen-durch-berlin-pirincci-sarrazin-eva-herman-und-die-folgen/ 2014-04-14 |['COMPACT-Magazin'] | Innenpolitik |radically right| None
data/compact3449.txt https://www.compact-online.de/verschwundene-flugzeuge-mh370-und-seine-vorgaenger/ 2014-04-11 |['COMPACT-Magazin'] | Kultur |radically right| None
data/compact3450.txt https://www.compact-online.de/compact-vorarlberg-anstoss-zum-umbruch/ 2014-04-10 |['COMPACT-Magazin'] | Kultur |radically right| None
data/compact3451.txt https://www.compact-online.de/funkprotokolle-belegen-maidan-massaker-war-false-flag-aktion-nato-agenten-werk/ 2014-04-10 |['COMPACT-Magazin'] | Aktuell |radically right| None
data/compact3452.txt https://www.compact-online.de/setzen-kiewer-machthaber-us-soeldner-ein/ 2014-04-09 |['COMPACT-Magazin'] | Aktuell |radically right| None
data/compact3453.txt https://www.compact-online.de/der-westen-leistet-der-ukraine-einen-baerendienst/ 2014-04-08 |['COMPACT-Magazin'] | Innenpolitik |radically right| None
data/compact3454.txt https://www.compact-online.de/die-gekaufte-revolte/ 2014-04-07 |['Online-Autor'] | Internationale Politik |radically right| None
data/compact3455.txt https://www.compact-online.de/aufstand-der-ostukraine-sezessionsreferendum-11-mai/ 2014-04-07 |['Jürgen Elsässer'] | Internationale Politik |radically right| None
data/compact3456.txt https://www.compact-online.de/juergen-elsaesser-winterthur-direkte-demokratie-oder-eu-recht/ 2014-04-07 |['COMPACT-Magazin'] | Aktuell |radically right| None
data/compact3457.txt https://www.compact-online.de/juergen-elsaesser-luzern-die-eu-und-die-schweiz-imperium-gegen-freie-republik/ 2014-04-07 |['COMPACT-Magazin'] | Aktuell |radically right| None
data/compact3458.txt https://www.compact-online.de/scharfschuetzen-morde-kiewer-putschisten-verwischen-ihre-spuren/ 2014-04-03 |['Jürgen Elsässer'] | Aktuell |radically right| None
data/compact3459.txt https://www.compact-online.de/gedanke-wertegemeinschaft-kann-nur-mentale-uebelkeit-hervorrufen/ 2014-04-02 |['COMPACT-Magazin'] | Internationale Politik |radically right| None
data/compact3460.txt https://www.compact-online.de/video-kenfm-auf-der-2-montagsdemo-fuer-frieden-berlin/ 2014-04-01 |['COMPACT-Magazin'] | Aktuell |radically right| None
data/compact3461.txt https://www.compact-online.de/bonner-kissinger-professur-umstritten/ 2014-03-31 |['Online-Autor'] | Innenpolitik |radically right| None
data/compact3462.txt https://www.compact-online.de/350-leute-wollten-nigel-frage-sehen/ 2014-03-28 |['COMPACT-Magazin'] | Aktuell |radically right| None
data/compact3463.txt https://www.compact-online.de/rede-von-alexander-gauland-zur-krise-der-ukraine-auf-dem-bundesparteitag-der-afd-erfurt/ 2014-03-27 |['COMPACT-Magazin'] | Innenpolitik |radically right| None
data/compact3464.txt https://www.compact-online.de/ohrfeige-fuer-die-kriegstreiber-helmut-schmidt-nennt-putins-krimpolitik-schlicht-durchaus-verstaendlich/ 2014-03-27 |['Martin Müller-Mertens'] | Innenpolitik |radically right| None
data/compact3465.txt https://www.compact-online.de/schwer-krim-minelle/ 2014-03-27 |['COMPACT-Magazin'] | Internationale Politik |radically right| None
data/compact3466.txt https://www.compact-online.de/keine-torlinientechnik/ 2014-03-24 |['Gast Autor'] | Kultur |radically right| None
data/compact3467.txt https://www.compact-online.de/von-der-leyen-fordert-nato-drohgebaerden-gegen-russland/ 2014-03-24 |['COMPACT-Magazin'] | Innenpolitik |radically right| None
data/compact3468.txt https://www.compact-online.de/afd-zur-ukraine-ein-schritt-vorwaerts-ein-schritt-zurueck/ 2014-03-23 |['Jürgen Elsässer'] | Aktuell |radically right| None
data/compact3469.txt https://www.compact-online.de/afd-parteitag-die-emanzipation-der-basis/ 2014-03-22 |['Jürgen Elsässer'] | Aktuell |radically right| None
data/compact3470.txt https://www.compact-online.de/gruene-maulkorb-demokratie/ 2014-03-21 |['COMPACT-Magazin'] | Innenpolitik |radically right| None
data/compact3471.txt https://www.compact-online.de/kann-der-buerger-im-konflikt-zwischen-dem-westen-und-russland-tun/ 2014-03-21 |['COMPACT-Magazin'] | Internationale Politik |radically right| None
data/compact3472.txt https://www.compact-online.de/soll-geheimes-ankaufprogramm-den-absturz-des-dollars-hinausschieben/ 2014-03-20 |['Martin Müller-Mertens'] | Wirtschaft |radically right| None
data/compact3473.txt https://www.compact-online.de/berliner-senat-verspricht-besetzern-vom-oranienplatz-rundum-versorgung/ 2014-03-18 |['Martin Müller-Mertens'] | Innenpolitik |radically right| None
data/compact3474.txt https://www.compact-online.de/krim-vor-beitritt-zu-russland-kiew-ordnet-mobilmachung/ 2014-03-18 |['Martin Müller-Mertens'] | Internationale Politik |radically right| None
data/compact3475.txt https://www.compact-online.de/compact-live-feindbild-familie-politische-kriegsfuehrung-gegen-eltern-und-kinder/ 2014-03-18 |['Terminankündigung'] | Aktuell |radically right| None
data/compact3476.txt https://www.compact-online.de/bilderstrecke-compact-auf-der-leipziger-buchmesse-2014/ 2014-03-17 |['COMPACT-Magazin'] | Aktuell |radically right| None
data/compact3477.txt https://www.compact-online.de/der-fluch-des-karolingers/ 2014-03-15 |['Online-Autor'] | Kultur |radically right| None
data/compact3478.txt https://www.compact-online.de/macht-euch-nicht-zum-sprachrohr-einer-brandgefaehrlichen-politik/ 2014-03-14 |['COMPACT-Magazin'] | Medien |radically right| None
data/compact3479.txt https://www.compact-online.de/ticker-compact-auf-der-leipziger-buchmesse/ 2014-03-13 |['Martin Müller-Mertens'] | Aktuell |radically right| None
data/compact3480.txt https://www.compact-online.de/droehnendes-schweigen-des-westens-zum-massaker-von-kiew/ 2014-03-12 |['COMPACT-Magazin'] | Innenpolitik |radically right| None
data/compact3481.txt https://www.compact-online.de/medien-us-drohnen-ueber-der-krim-abgeschossen-nato-land-rumaenien-versorgt-ukraine-mit-militaerinformationen/ 2014-03-12 |['Martin Müller-Mertens'] | Internationale Politik |radically right| None
data/compact3482.txt https://www.compact-online.de/ukraine-goldvorraete-die-usa-gebracht-rada-fordert-militaerische-massnahmen-von-washington-und-london-ein/ 2014-03-11 |['Martin Müller-Mertens'] | Internationale Politik |radically right| None
data/compact3483.txt https://www.compact-online.de/compact-mit-top-programm-zur-leipziger-buchmesse/ 2014-03-11 |['Terminankündigung'] | Aktuell |radically right| None
data/compact3484.txt https://www.compact-online.de/compact-tv-exklusiv-oktoberfestattentat-1980-das-streitgespraech-zwischen-karl-heinz-hoffmann-und-daniele-ganser/ 2014-03-09 |['COMPACT-TV'] | Aktuell |radically right| None
data/compact3485.txt https://www.compact-online.de/das-mediale-stockholm-syndrom/ 2014-03-08 |['Arne Fischer'] | Medien |radically right| None
data/compact3486.txt https://www.compact-online.de/das-mediale-stockholm-syndrom/ 2014-03-08 |['Arne Fischer'] | Medien |radically right| None
data/compact3487.txt https://www.compact-online.de/eu-nuchen/ 2014-03-08 |['COMPACT-Magazin'] | Innenpolitik |radically right| None
data/compact3488.txt https://www.compact-online.de/erstes-us-kriegsschiff-erreicht-schwarzes-meer-us-luftwaffe-verlegt-kampfflugzeuge-auch-nach-polen/ 2014-03-07 |['Martin Müller-Mertens'] | Internationale Politik |radically right| None
data/compact3489.txt https://www.compact-online.de/us-marine-verlegt-ganzen-flottenverband-ins-schwarze-meer/ 2014-03-06 |['Martin Müller-Mertens'] | Innenpolitik |radically right| None
data/compact3490.txt https://www.compact-online.de/ukraine-und-der-info-krieg/ 2014-03-06 |['Gast Autor'] | Medien |radically right| None
data/compact3491.txt https://www.compact-online.de/kriegsgefahr-waechst-us-militaer-beginnt-aufmarsch-um-russland/ 2014-03-06 |['Martin Müller-Mertens'] | Internationale Politik |radically right| None
data/compact3492.txt https://www.compact-online.de/estlands-aussenminister-starke-hinweise-dass-maidan-fuehrer-scharfschuetzen-fuer-blutbad-maidan-anheuerten/ 2014-03-05 |['Martin Müller-Mertens'] | Internationale Politik |radically right| None
data/compact3493.txt https://www.compact-online.de/edathys-abgang-und-das-ende-der-nsu-affaere/ 2014-03-05 |['COMPACT-Magazin'] | Kultur |radically right| None
data/compact3494.txt https://www.compact-online.de/schwerer-schlag-fuer-nato-putschisten-luftwaffe-auf-der-krim-laeuft-ueber/ 2014-03-03 |['Jürgen Elsässer'] | Aktuell |radically right| None
data/compact3495.txt https://www.compact-online.de/ukrainische-nachrichtenagentur-usa-drohen-russland-mit-krieg/ 2014-03-03 |['Martin Müller-Mertens'] | Aktuell |radically right| None
data/compact3496.txt https://www.compact-online.de/zar-vitali-und-die-raeuber/ 2014-03-03 |['COMPACT-Magazin'] | Innenpolitik |radically right| None
data/compact3497.txt https://www.compact-online.de/count-zum-krieg-washington-droht/ 2014-03-02 |['Jürgen Elsässer'] | Aktuell |radically right| None
data/compact3498.txt https://www.compact-online.de/ukraine-hurra-nur-fuer-wen/ 2014-03-02 |['Gast Autor'] | Internationale Politik |radically right| None
data/compact3499.txt https://www.compact-online.de/ukraine-offene-drohungen-aus-washington-und-kiew-zurueckhaltung-berlin/ 2014-03-02 |['Martin Müller-Mertens'] | Aktuell |radically right| None
data/compact3500.txt https://www.compact-online.de/ukraine-volksaufstand-gegen-putsch-regierung-maidanbehoerden-verlieren-kontrolle-ueber-sued-und-osten/ 2014-03-01 |['Martin Müller-Mertens'] | Aktuell |radically right| None
data/compact3501.txt https://www.compact-online.de/janukowitsch-ich-bin-weiter-der-legitime-praesident/ 2014-02-28 |['Jürgen Elsässer'] | Aktuell |radically right| None
data/compact3502.txt https://www.compact-online.de/ukraine-offene-drohungen-aus-washington-und-kiew-zurueckhaltung-berlin/ 2014-03-02 |['Martin Müller-Mertens'] | Aktuell |radically right| None
data/compact3503.txt https://www.compact-online.de/ukraine-volksaufstand-gegen-putsch-regierung-maidanbehoerden-verlieren-kontrolle-ueber-sued-und-osten/ 2014-03-01 |['Martin Müller-Mertens'] | Aktuell |radically right| None
data/compact3504.txt https://www.compact-online.de/janukowitsch-ich-bin-weiter-der-legitime-praesident/ 2014-02-28 |['Jürgen Elsässer'] | Aktuell |radically right| None
data/compact3505.txt https://www.compact-online.de/polnische-fahnen-als-zuendschnur-pulverfass-ukraine/ 2014-02-28 |['COMPACT-Magazin'] | Innenpolitik |radically right| None
data/compact3506.txt https://www.compact-online.de/compact-wieder-online-mut-zur-wahrheit-auch-virtuell-nicht-kleinzukriegen/ 2014-02-28 |['COMPACT-Magazin'] | Aktuell |radically right| None
data/compact3507.txt https://www.compact-online.de/compact-auf-der-leipziger-buchmesse/ 2014-02-27 |['Terminankündigung'] | Aktuell |radically right| None
data/compact3508.txt https://www.compact-online.de/die-schlacht-der-luegen/ 2014-02-27 |['COMPACT-Magazin'] | Internationale Politik |radically right| None
data/compact3509.txt https://www.compact-online.de/drei-prozent-huerde-weg-bundesverfassungsgericht-weist-eurokraten-die-schranken/ 2014-02-26 |['Martin Müller-Mertens'] | Innenpolitik |radically right| None
data/compact3510.txt https://www.compact-online.de/befangenheit-2-0-deutschland-vertritt-zukuenftig-israelische-buerger/ 2014-02-26 |['COMPACT-Magazin'] | Internationale Politik |radically right| None
data/compact3511.txt https://www.compact-online.de/hetze-mit-ansage-gegen-thilo-sarrazins-neues-buch/ 2014-02-25 |['Martin Müller-Mertens'] | Medien |radically right| None
data/compact3512.txt https://www.compact-online.de/das-falsche-pferd/ 2014-02-24 |['COMPACT-Magazin'] | Innenpolitik |radically right| None
data/compact3513.txt https://www.compact-online.de/live-bericht-aus-kiew-ein-compact-leser-hat-uns-folgenden-topaktuellen-bericht-ueber-die-lage-geschickt/ 2014-02-22 |['COMPACT-Magazin'] | Aktuell |radically right| None
data/compact3514.txt https://www.compact-online.de/ganser-vs-hoffmann-erfolgreiche-compact-filmpremiere/ 2014-02-21 |['Jürgen Elsässer'] | Aktuell |radically right| None
data/compact3515.txt https://www.compact-online.de/deutscher-oberlehrer-martin-schulz-ermahnt-das-ausland/ 2014-02-19 |['Dr. Hartmut Grebe'] | Innenpolitik |radically right| None
data/compact3516.txt https://www.compact-online.de/das-paradies-amerika/ 2014-02-18 |['Dr. Hartmut Grebe'] | Kultur |radically right| None
data/compact3517.txt https://www.compact-online.de/fall-edathy-3-fragen/ 2014-02-17 |['Arne Fischer'] | Innenpolitik |radically right| None
data/compact3518.txt https://www.compact-online.de/geldhahn-zu-ein-anwalt-betreibt-eine-bildungsoffensive/ 2014-02-16 |['Gast Autor'] | Wirtschaft |radically right| None
data/compact3519.txt https://www.compact-online.de/edathy-affaere-friedrich-weg-weg-geht-als-naechster/ 2014-02-14 |['Martin Müller-Mertens'] | Innenpolitik |radically right| None
data/compact3520.txt https://www.compact-online.de/interveniert-die-bundeswehr-bald-libyen/ 2014-02-14 |['Martin Müller-Mertens'] | Internationale Politik |radically right| None
data/compact3521.txt https://www.compact-online.de/luegen-gegen-compact-live-laufen-ins-leere/ 2014-02-13 |['COMPACT-Magazin'] | Aktuell |radically right| None
data/compact3522.txt https://www.compact-online.de/mach-dir-die-erde-untertan-eu-winkt-genmais-1507-durch/ 2014-02-13 |['COMPACT-Magazin'] | Wirtschaft |radically right| None
data/compact3523.txt https://www.compact-online.de/bruessel-zittert-vor-dem-schweizer-volk-und-der-wahl-der-europaeer/ 2014-02-12 |['Martin Müller-Mertens'] | Innenpolitik |radically right| None
